ts,revenue,weeknum,month,season,holiday
2015-03-02,46454.8,1,3,1,0
2015-03-03,46904.3,2,3,1,0
2015-03-04,48186.7,3,3,1,0
2015-03-05,44990.8,4,3,1,0
2015-03-06,50623.8,5,3,1,0
2015-03-07,1,6,3,1,1
2015-03-08,1,7,3,1,1
2015-03-09,48593.8,1,3,1,0
2015-03-10,47224.75,2,3,1,0
2015-03-11,49244.9,3,3,1,0
2015-03-12,47317.2,4,3,1,0
2015-03-13,44908.98,5,3,1,0
2015-03-14,1,6,3,1,1
2015-03-15,1,7,3,1,1
2015-03-16,46970.95,1,3,1,0
2015-03-17,45924.4,2,3,1,0
2015-03-18,47957.7,3,3,1,0
2015-03-19,47994.55,4,3,1,0
2015-03-20,46536,5,3,1,0
2015-03-21,1,6,3,1,1
2015-03-22,1,7,3,1,1
2015-03-23,47364.9,1,3,1,0
2015-03-24,47184.8,2,3,1,0
2015-03-25,44855.57,3,3,1,0
2015-03-26,45340.05,4,3,1,0
2015-03-27,45454.35,5,3,1,0
2015-03-28,1,6,3,1,1
2015-03-29,1,7,3,1,1
2015-03-30,47396,1,3,1,0
2015-03-31,48805.1,2,3,1,0
2015-04-01,49304.9,3,4,2,0
2015-04-02,50556.4,4,4,2,0
2015-04-03,45859.45,5,4,2,0
2015-04-04,1,6,4,2,1
2015-04-05,1,7,4,2,1
2015-04-06,1,1,4,2,1
2015-04-07,49172.6,2,4,2,0
2015-04-08,46480.6,3,4,2,0
2015-04-09,51920.75,4,4,2,0
2015-04-10,47445,5,4,2,0
2015-04-11,1,6,4,2,1
2015-04-12,1,7,4,2,1
2015-04-13,48178.25,1,4,2,0
2015-04-14,51025.7,2,4,2,0
2015-04-15,47413.6,3,4,2,0
2015-04-16,48751.85,4,4,2,0
2015-04-17,44363.3,5,4,2,0
2015-04-18,1,6,4,2,1
2015-04-19,1,7,4,2,1
2015-04-20,49498.15,1,4,2,0
2015-04-21,48507.2,2,4,2,0
2015-04-22,46672.7,3,4,2,0
2015-04-23,46951.2,4,4,2,0
2015-04-24,41922.3,5,4,2,0
2015-04-25,1,6,4,2,1
2015-04-26,1,7,4,2,1
2015-04-27,49271.03,1,4,2,0
2015-04-28,47439.6,2,4,2,0
2015-04-29,45030.7,3,4,2,0
2015-04-30,43030.65,4,4,2,0
2015-05-01,1,5,5,2,1
2015-05-02,1,6,5,2,1
2015-05-03,1,7,5,2,1
2015-05-04,43668.2,1,5,2,0
2015-05-05,49788.2,2,5,2,0
2015-05-06,49369.2,3,5,2,0
2015-05-07,49183.55,4,5,2,0
2015-05-08,48127.45,5,5,2,0
2015-05-09,1,6,5,2,1
2015-05-10,1,7,5,2,1
2015-05-11,50885.4,1,5,2,0
2015-05-12,52785.4,2,5,2,0
2015-05-13,51184.25,3,5,2,0
2015-05-14,47846,4,5,2,0
2015-05-15,46340.25,5,5,2,0
2015-05-16,1,6,5,2,1
2015-05-17,1,7,5,2,1
2015-05-18,53354.1,1,5,2,0
2015-05-19,50872.85,2,5,2,0
2015-05-20,48156.55,3,5,2,0
2015-05-21,48065.85,4,5,2,0
2015-05-22,41997.1,5,5,2,0
2015-05-23,1,6,5,2,1
2015-05-24,1,7,5,2,1
2015-05-25,51115.35,1,5,2,0
2015-05-26,51634.65,2,5,2,0
2015-05-27,51962,3,5,2,0
2015-05-28,51683.2,4,5,2,0
2015-05-29,42207.85,5,5,2,0
2015-05-30,1,6,5,2,1
2015-05-31,1,7,5,2,1
2015-06-01,50849.7,1,6,2,0
2015-06-02,53347.75,2,6,2,0
2015-06-03,52157.56,3,6,2,0
2015-06-04,53550.6,4,6,2,0
2015-06-05,49201.4,5,6,2,0
2015-06-06,1,6,6,2,1
2015-06-07,1,7,6,2,1
2015-06-08,54283.3,1,6,2,0
2015-06-09,55188.1,2,6,2,0
2015-06-10,55861.7,3,6,2,0
2015-06-11,51684.3,4,6,2,0
2015-06-12,50017.9,5,6,2,0
2015-06-13,1,6,6,2,1
2015-06-14,1,7,6,2,1
2015-06-15,50681,1,6,2,0
2015-06-16,51871.2,2,6,2,0
2015-06-17,52467.5,3,6,2,0
2015-06-18,50807.4,4,6,2,0
2015-06-19,46362.65,5,6,2,0
2015-06-20,1,6,6,2,1
2015-06-21,1,7,6,2,1
2015-06-22,1,1,6,2,1
2015-06-23,51611.35,2,6,2,0
2015-06-24,61301.2,3,6,2,0
2015-06-25,46227,4,6,2,0
2015-06-26,48125.35,5,6,2,0
2015-06-27,1,6,6,2,1
2015-06-28,1,7,6,2,1
2015-06-29,58224,1,6,2,0
2015-06-30,49780.3,2,6,2,0
2015-07-01,53960.1,3,7,3,0
2015-07-02,53986.1,4,7,3,0
2015-07-03,49961.33,5,7,3,0
2015-07-04,1,6,7,3,1
2015-07-05,1,7,7,3,1
2015-07-06,52947.55,1,7,3,0
2015-07-07,53574.4,2,7,3,0
2015-07-08,53133.9,3,7,3,0
2015-07-09,54568.22,4,7,3,0
2015-07-10,50817.6,5,7,3,0
2015-07-11,1,6,7,3,1
2015-07-12,1,7,7,3,1
2015-07-13,57498.1,1,7,3,0
2015-07-14,57074.8,2,7,3,0
2015-07-15,57132.05,3,7,3,0
2015-07-16,54616.05,4,7,3,0
2015-07-17,53326.2,5,7,3,0
2015-07-18,1,6,7,3,1
2015-07-19,1,7,7,3,1
2015-07-20,59837.7,1,7,3,0
2015-07-21,55693.1,2,7,3,0
2015-07-22,56430.8,3,7,3,0
2015-07-23,55346.95,4,7,3,0
2015-07-24,51713.7,5,7,3,0
2015-07-25,1,6,7,3,1
2015-07-26,1,7,7,3,1
2015-07-27,53470.9,1,7,3,0
2015-07-28,54508.3,2,7,3,0
2015-07-29,56130.1,3,7,3,0
2015-07-30,57055.3,4,7,3,0
2015-07-31,49778.8,5,7,3,0
2015-08-01,1,6,8,3,1
2015-08-02,1,7,8,3,1
2015-08-03,57707,1,8,3,0
2015-08-04,58114.85,2,8,3,0
2015-08-05,57936.56,3,8,3,0
2015-08-06,58144.85,4,8,3,0
2015-08-07,55929.9,5,8,3,0
2015-08-08,1,6,8,3,1
2015-08-09,1,7,8,3,1
2015-08-10,55816.1,1,8,3,0
2015-08-11,54047.95,2,8,3,0
2015-08-12,56093.6,3,8,3,0
2015-08-13,57387.5,4,8,3,0
2015-08-14,53780.15,5,8,3,0
2015-08-15,1,6,8,3,1
2015-08-16,1,7,8,3,1
2015-08-17,55892.4,1,8,3,0
2015-08-18,55014.6,2,8,3,0
2015-08-19,55750.7,3,8,3,0
2015-08-20,53569.7,4,8,3,0
2015-08-21,61766.3,5,8,3,0
2015-08-22,1,6,8,3,1
2015-08-23,1,7,8,3,1
2015-08-24,55234.2,1,8,3,0
2015-08-25,57058,2,8,3,0
2015-08-26,58217.2,3,8,3,0
2015-08-27,58415.45,4,8,3,0
2015-08-28,53912.45,5,8,3,0
2015-08-29,1,6,8,3,1
2015-08-30,1,7,8,3,1
2015-08-31,54792.6,1,8,3,0
2015-09-01,59095.7,2,9,3,0
2015-09-02,47392.05,3,9,3,0
2015-09-03,1,4,9,3,1
2015-09-04,1,5,9,3,1
2015-09-05,1,6,9,3,1
2015-09-06,48821.3,7,9,3,0
2015-09-07,53400.85,1,9,3,0
2015-09-08,52974,2,9,3,0
2015-09-09,53781.2,3,9,3,0
2015-09-10,57908.2,4,9,3,0
2015-09-11,49530.9,5,9,3,0
2015-09-12,1,6,9,3,1
2015-09-13,1,7,9,3,1
2015-09-14,34010.2,1,9,3,0
2015-09-15,35302.25,2,9,3,0
2015-09-16,37273.5,3,9,3,0
2015-09-17,50607.6,4,9,3,0
2015-09-18,42275.65,5,9,3,0
2015-09-19,1,6,9,3,1
2015-09-20,1,7,9,3,1
2015-09-21,48528.25,1,9,3,0
2015-09-22,48243.5,2,9,3,0
2015-09-23,52135.2,3,9,3,0
2015-09-24,51726.75,4,9,3,0
2015-09-25,43390,5,9,3,0
2015-09-26,1,6,9,3,1
2015-09-27,1,7,9,3,1
2015-09-28,41933.4,1,9,3,0
2015-09-29,40399.2,2,9,3,0
2015-09-30,32181.2,3,9,3,0
2015-10-01,1,4,10,4,1
2015-10-02,1,5,10,4,1
2015-10-03,1,6,10,4,1
2015-10-04,1,7,10,4,1
2015-10-05,1,1,10,4,1
2015-10-06,1,2,10,4,1
2015-10-07,1,3,10,4,1
2015-10-08,39966.9,4,10,4,0
2015-10-09,44347.75,5,10,4,0
2015-10-10,41579.7,6,10,4,0
2015-10-11,1,7,10,4,1
2015-10-12,49042.7,1,10,4,0
2015-10-13,51946.1,2,10,4,0
2015-10-14,49545.7,3,10,4,0
2015-10-15,49541.1,4,10,4,0
2015-10-16,46686.6,5,10,4,0
2015-10-17,1,6,10,4,1
2015-10-18,1,7,10,4,1
2015-10-19,48447.9,1,10,4,0
2015-10-20,54477.35,2,10,4,0
2015-10-21,51052.1,3,10,4,0
2015-10-22,49958.6,4,10,4,0
2015-10-23,45665.5,5,10,4,0
2015-10-24,1,6,10,4,1
2015-10-25,1,7,10,4,1
2015-10-26,49097.1,1,10,4,0
2015-10-27,49190.6,2,10,4,0
2015-10-28,47448.59,3,10,4,0
2015-10-29,48765.75,4,10,4,0
2015-10-30,47274.5,5,10,4,0
2015-10-31,1,6,10,4,1
2015-11-01,1,7,11,4,1
2015-11-02,48683.2,1,11,4,0
2015-11-03,47837.55,2,11,4,0
2015-11-04,49565.9,3,11,4,0
2015-11-05,52836.9,4,11,4,0
2015-11-06,47026.6,5,11,4,0
2015-11-07,1,6,11,4,1
2015-11-08,1,7,11,4,1
2015-11-09,51826.1,1,11,4,0
2015-11-10,55205.05,2,11,4,0
2015-11-11,55016.4,3,11,4,0
2015-11-12,54531.25,4,11,4,0
2015-11-13,51843.3,5,11,4,0
2015-11-14,1,6,11,4,1
2015-11-15,1,7,11,4,1
2015-11-16,53678.75,1,11,4,0
2015-11-17,53519.5,2,11,4,0
2015-11-18,56826.5,3,11,4,0
2015-11-19,57748.1,4,11,4,0
2015-11-20,49282.9,5,11,4,0
2015-11-21,1,6,11,4,1
2015-11-22,1,7,11,4,1
2015-11-23,53602.1,1,11,4,0
2015-11-24,50168.6,2,11,4,0
2015-11-25,56773.6,3,11,4,0
2015-11-26,57306.6,4,11,4,0
2015-11-27,52983.29,5,11,4,0
2015-11-28,1,6,11,4,1
2015-11-29,1,7,11,4,1
2015-11-30,56267.8,1,11,4,0
2015-12-01,56174.85,2,12,4,0
2015-12-02,50502.3,3,12,4,0
2015-12-03,51844.8,4,12,4,0
2015-12-04,50060.6,5,12,4,0
2015-12-05,1,6,12,4,1
2015-12-06,1,7,12,4,1
2015-12-07,50846.9,1,12,4,0
2015-12-08,53363,2,12,4,0
2015-12-09,51402.1,3,12,4,0
2015-12-10,48427.81,4,12,4,0
2015-12-11,47324.2,5,12,4,0
2015-12-12,1,6,12,4,1
2015-12-13,1,7,12,4,1
2015-12-14,50637.5,1,12,4,0
2015-12-15,52057.2,2,12,4,0
2015-12-16,51625.3,3,12,4,0
2015-12-17,54506.4,4,12,4,0
2015-12-18,44325.2,5,12,4,0
2015-12-19,1,6,12,4,1
2015-12-20,1,7,12,4,1
2015-12-21,48062.2,1,12,4,0
2015-12-22,43221.35,2,12,4,0
2015-12-23,51063.94,3,12,4,0
2015-12-24,45627.4,4,12,4,0
2015-12-25,45699,5,12,4,0
2015-12-26,1,6,12,4,1
2015-12-27,1,7,12,4,1
2015-12-28,48993.95,1,12,4,0
2015-12-29,45938.2,2,12,4,0
2015-12-30,42548.6,3,12,4,0
2015-12-31,36182.8,4,12,4,0
2016-01-01,1,5,1,1,1
2016-01-02,1,6,1,1,1
2016-01-03,1,7,1,1,1
2016-01-04,49734.95,1,1,1,0
2016-01-05,54126.2,2,1,1,0
2016-01-06,50601.7,3,1,1,0
2016-01-07,54212.8,4,1,1,0
2016-01-08,50211.3,5,1,1,0
2016-01-09,1,6,1,1,1
2016-01-10,1,7,1,1,1
2016-01-11,53676,1,1,1,0
2016-01-12,52040.8,2,1,1,0
2016-01-13,52432.75,3,1,1,0
2016-01-14,54925.25,4,1,1,0
2016-01-15,49752,5,1,1,0
2016-01-16,1,6,1,1,1
2016-01-17,1,7,1,1,1
2016-01-18,53264.2,1,1,1,0
2016-01-19,53713.05,2,1,1,0
2016-01-20,91178.8,3,1,1,0
2016-01-21,82082.25,4,1,1,0
2016-01-22,71490.15,5,1,1,0
2016-01-23,1,6,1,1,1
2016-01-24,1,7,1,1,1
2016-01-25,53155.45,1,1,1,0
2016-01-26,53302.25,2,1,1,0
2016-01-27,52451.2,3,1,1,0
2016-01-28,54544.3,4,1,1,0
2016-01-29,46586.75,5,1,1,0
2016-01-30,1,6,1,1,1
2016-01-31,1,7,1,1,1
2016-02-01,50101,1,2,1,0
2016-02-02,45555.7,2,2,1,0
2016-02-03,41852.5,3,2,1,0
2016-02-04,34372.55,4,2,1,0
2016-02-05,22666.7,5,2,1,0
2016-02-06,6598.6,6,2,1,0
2016-02-07,1,7,2,1,1
2016-02-08,1,1,2,1,1
2016-02-09,1,2,2,1,1
2016-02-10,1,3,2,1,1
2016-02-11,1,4,2,1,1
2016-02-12,1,5,2,1,1
2016-02-13,1,6,2,1,1
2016-02-14,19937.4,7,2,1,0
2016-02-15,35484.7,1,2,1,0
2016-02-16,40057.1,2,2,1,0
2016-02-17,47272.1,3,2,1,0
2016-02-18,48580.7,4,2,1,0
2016-02-19,47602.4,5,2,1,0
2016-02-20,1,6,2,1,1
2016-02-21,1,7,2,1,1
2016-02-22,46872.3,1,2,1,0
2016-02-23,52396.6,2,2,1,0
2016-02-24,52595.6,3,2,1,0
2016-02-25,54351.05,4,2,1,0
2016-02-26,50387.64,5,2,1,0
2016-02-27,1,6,2,1,1
2016-02-28,1,7,2,1,1
2016-02-29,54290.4,1,2,1,0
2016-03-01,52194.1,2,3,1,0
2016-03-02,51649.5,3,3,1,0
2016-03-03,52564.25,4,3,1,0
2016-03-04,48597.35,5,3,1,0
2016-03-05,1,6,3,1,1
2016-03-06,1,7,3,1,1
2016-03-07,49056.2,1,3,1,0
2016-03-08,46679.5,2,3,1,0
2016-03-09,55754.35,3,3,1,0
2016-03-10,51295.3,4,3,1,0
2016-03-11,46510.4,5,3,1,0
2016-03-12,1,6,3,1,1
2016-03-13,1,7,3,1,1
2016-03-14,52008.05,1,3,1,0
2016-03-15,52687.05,2,3,1,0
2016-03-16,51108.55,3,3,1,0
2016-03-17,51046.35,4,3,1,0
2016-03-18,48862.9,5,3,1,0
2016-03-19,1,6,3,1,1
2016-03-20,1,7,3,1,1
2016-03-21,51425.55,1,3,1,0
2016-03-22,53986.3,2,3,1,0
2016-03-23,51967.4,3,3,1,0
2016-03-24,49168.9,4,3,1,0
2016-03-25,47303.6,5,3,1,0
2016-03-26,1,6,3,1,1
2016-03-27,1,7,3,1,1
2016-03-28,49828.5,1,3,1,0
2016-03-29,53522.5,2,3,1,0
2016-03-30,50909.7,3,3,1,0
2016-03-31,51856.05,4,3,1,0
2016-04-01,44120.4,5,4,2,0
2016-04-02,1,6,4,2,1
2016-04-03,1,7,4,2,1
2016-04-04,1,1,4,2,1
2016-04-05,50331.65,2,4,2,0
2016-04-06,53072.6,3,4,2,0
2016-04-07,51730.55,4,4,2,0
2016-04-08,57235.45,5,4,2,0
2016-04-09,1,6,4,2,1
2016-04-10,1,7,4,2,1
2016-04-11,51895.9,1,4,2,0
2016-04-12,50686.3,2,4,2,0
2016-04-13,52090.6,3,4,2,0
2016-04-14,50078.15,4,4,2,0
2016-04-15,44741,5,4,2,0
2016-04-16,1,6,4,2,1
2016-04-17,1,7,4,2,1
2016-04-18,48127.6,1,4,2,0
2016-04-19,51354.35,2,4,2,0
2016-04-20,53938,3,4,2,0
2016-04-21,55816.4,4,4,2,0
2016-04-22,50631.7,5,4,2,0
2016-04-23,1,6,4,2,1
2016-04-24,1,7,4,2,1
2016-04-25,53125.19,1,4,2,0
2016-04-26,49304.95,2,4,2,0
2016-04-27,47731.45,3,4,2,0
2016-04-28,51884.85,4,4,2,0
2016-04-29,44139.8,5,4,2,0
2016-04-30,1,6,4,2,1
2016-05-01,1,7,5,2,1
2016-05-02,1,1,5,2,1
2016-05-03,58996.55,2,5,2,0
2016-05-04,62046.23,3,5,2,0
2016-05-05,65332.15,4,5,2,0
2016-05-06,64732,5,5,2,0
2016-05-07,1,6,5,2,1
2016-05-08,1,7,5,2,1
2016-05-09,72068.5,1,5,2,0
2016-05-10,72972.7,2,5,2,0
2016-05-11,69030.74,3,5,2,0
2016-05-12,67124.5,4,5,2,0
2016-05-13,62490,5,5,2,0
2016-05-14,1,6,5,2,1
2016-05-15,1,7,5,2,1
2016-05-16,76726.8,1,5,2,0
2016-05-17,71752.6,2,5,2,0
2016-05-18,75577.76,3,5,2,0
2016-05-19,72374.35,4,5,2,0
2016-05-20,66760.45,5,5,2,0
2016-05-21,1,6,5,2,1
2016-05-22,1,7,5,2,1
2016-05-23,76284.5,1,5,2,0
2016-05-24,69999.15,2,5,2,0
2016-05-25,70567.25,3,5,2,0
2016-05-26,70643.65,4,5,2,0
2016-05-27,65176.8,5,5,2,0
2016-05-28,1,6,5,2,1
2016-05-29,1,7,5,2,1
2016-05-30,72371.3,1,5,2,0
2016-05-31,71530.15,2,5,2,0
2016-06-01,73072.25,3,6,2,0
2016-06-02,72831.3,4,6,2,0
2016-06-03,70015.75,5,6,2,0
2016-06-04,1,6,6,2,1
2016-06-05,1,7,6,2,1
2016-06-06,69505.85,1,6,2,0
2016-06-07,68947.85,2,6,2,0
2016-06-08,60159.9,3,6,2,0
2016-06-09,1,4,6,2,1
2016-06-10,1,5,6,2,1
2016-06-11,1,6,6,2,1
2016-06-12,52599.05,7,6,2,0
2016-06-13,72835.55,1,6,2,0
2016-06-14,71984.1,2,6,2,0
2016-06-15,78186.3,3,6,2,0
2016-06-16,79737.85,4,6,2,0
2016-06-17,65148.6,5,6,2,0
2016-06-18,1,6,6,2,1
2016-06-19,1,7,6,2,1
2016-06-20,75882.36,1,6,2,0
2016-06-21,74056.3,2,6,2,0
2016-06-22,68298.75,3,6,2,0
2016-06-23,70526.15,4,6,2,0
2016-06-24,66322.33,5,6,2,0
2016-06-25,1,6,6,2,1
2016-06-26,1,7,6,2,1
2016-06-27,67379,1,6,2,0
2016-06-28,71461.6,2,6,2,0
2016-06-29,68527.45,3,6,2,0
2016-06-30,68770.15,4,6,2,0
2016-07-01,56796.95,5,7,3,0
2016-07-02,1,6,7,3,1
2016-07-03,1,7,7,3,1
2016-07-04,70296.15,1,7,3,0
2016-07-05,72570.6,2,7,3,0
2016-07-06,68477,3,7,3,0
2016-07-07,76226.9,4,7,3,0
2016-07-08,67270.8,5,7,3,0
2016-07-09,1,6,7,3,1
2016-07-10,1,7,7,3,1
2016-07-11,68455.25,1,7,3,0
2016-07-12,75110.05,2,7,3,0
2016-07-13,68152.75,3,7,3,0
2016-07-14,69613.45,4,7,3,0
2016-07-15,61595.2,5,7,3,0
2016-07-16,1,6,7,3,1
2016-07-17,1,7,7,3,1
2016-07-18,65922.4,1,7,3,0
2016-07-19,69719.6,2,7,3,0
2016-07-20,68418.5,3,7,3,0
2016-07-21,65363.2,4,7,3,0
2016-07-22,62076.95,5,7,3,0
2016-07-23,1,6,7,3,1
2016-07-24,1,7,7,3,1
2016-07-25,66906.1,1,7,3,0
2016-07-26,73195.35,2,7,3,0
2016-07-27,70628.6,3,7,3,0
2016-07-28,70589.85,4,7,3,0
2016-07-29,65480.4,5,7,3,0
2016-07-30,1,6,7,3,1
2016-07-31,1,7,7,3,1
2016-08-01,69452.78,1,8,3,0
2016-08-02,76913.25,2,8,3,0
2016-08-03,76772,3,8,3,0
2016-08-04,75476.5,4,8,3,0
2016-08-05,68324.1,5,8,3,0
2016-08-06,1,6,8,3,1
2016-08-07,1,7,8,3,1
2016-08-08,75838.9,1,8,3,0
2016-08-09,73715.2,2,8,3,0
2016-08-10,71758.1,3,8,3,0
2016-08-11,75942.75,4,8,3,0
2016-08-12,74845.9,5,8,3,0
2016-08-13,1,6,8,3,1
2016-08-14,1,7,8,3,1
2016-08-15,72226.9,1,8,3,0
2016-08-16,78104.3,2,8,3,0
2016-08-17,74568.9,3,8,3,0
2016-08-18,76227.1,4,8,3,0
2016-08-19,67202.33,5,8,3,0
2016-08-20,1,6,8,3,1
2016-08-21,1,7,8,3,1
2016-08-22,75015,1,8,3,0
2016-08-23,73632.05,2,8,3,0
2016-08-24,74434.2,3,8,3,0
2016-08-25,69783.65,4,8,3,0
2016-08-26,65212.6,5,8,3,0
2016-08-27,1,6,8,3,1
2016-08-28,1,7,8,3,1
2016-08-29,76834.2,1,8,3,0
2016-08-30,78434,2,8,3,0
2016-08-31,72851.5,3,8,3,0
2016-09-01,73467.95,4,9,3,0
2016-09-02,70142.4,5,9,3,0
2016-09-03,1,6,9,3,1
2016-09-04,1,7,9,3,1
2016-09-05,65572.67,1,9,3,0
2016-09-06,70571.35,2,9,3,0
2016-09-07,70795.79,3,9,3,0
2016-09-08,74706.1,4,9,3,0
2016-09-09,69588.1,5,9,3,0
2016-09-10,1,6,9,3,1
2016-09-11,1,7,9,3,1
2016-09-12,75197.1,1,9,3,0
2016-09-13,71191.9,2,9,3,0
2016-09-14,66002.18,3,9,3,0
2016-09-15,1,4,9,3,1
2016-09-16,1,5,9,3,1
2016-09-17,1,6,9,3,1
2016-09-18,57501.8,7,9,3,0
2016-09-19,71493.6,1,9,3,0
2016-09-20,67797.9,2,9,3,0
2016-09-21,55525.33,3,9,3,0
2016-09-22,50447.3,4,9,3,0
2016-09-23,48513.95,5,9,3,0
2016-09-24,1,6,9,3,1
2016-09-25,1,7,9,3,1
2016-09-26,75588.1,1,9,3,0
2016-09-27,75093.15,2,9,3,0
2016-09-28,66392.95,3,9,3,0
2016-09-29,59896.4,4,9,3,0
2016-09-30,48667,5,9,3,0
2016-10-01,1,6,10,4,1
2016-10-02,1,7,10,4,1
2016-10-03,1,1,10,4,1
2016-10-04,1,2,10,4,1
2016-10-05,1,3,10,4,1
2016-10-06,1,4,10,4,1
2016-10-07,1,5,10,4,1
2016-10-08,51806.95,6,10,4,0
2016-10-09,55577.95,7,10,4,0
2016-10-10,69361.85,1,10,4,0
2016-10-11,69480.8,2,10,4,0
2016-10-12,69849.15,3,10,4,0
2016-10-13,69089.3,4,10,4,0
2016-10-14,69730.5,5,10,4,0
2016-10-15,1,6,10,4,1
2016-10-16,1,7,10,4,1
2016-10-17,71600.9,1,10,4,0
2016-10-18,75084.7,2,10,4,0
2016-10-19,73587.7,3,10,4,0
2016-10-20,74250.75,4,10,4,0
2016-10-21,68011.05,5,10,4,0
2016-10-22,1,6,10,4,1
2016-10-23,1,7,10,4,1
2016-10-24,76199.4,1,10,4,0
2016-10-25,80113,2,10,4,0
2016-10-26,72693.25,3,10,4,0
2016-10-27,74849.4,4,10,4,0
2016-10-28,66063.45,5,10,4,0
2016-10-29,1,6,10,4,1
2016-10-30,1,7,10,4,1
2016-10-31,76774.35,1,10,4,0
2016-11-01,74179.6,2,11,4,0
2016-11-02,71119.8,3,11,4,0
2016-11-03,69891.35,4,11,4,0
2016-11-04,71498.8,5,11,4,0
2016-11-05,1,6,11,4,1
2016-11-06,1,7,11,4,1
2016-11-07,74799.85,1,11,4,0
2016-11-08,80695.5,2,11,4,0
2016-11-09,75138,3,11,4,0
2016-11-10,79636.2,4,11,4,0
2016-11-11,66731.45,5,11,4,0
2016-11-12,1,6,11,4,1
2016-11-13,1,7,11,4,1
2016-11-14,72157.5,1,11,4,0
2016-11-15,74230.9,2,11,4,0
2016-11-16,67888.05,3,11,4,0
2016-11-17,67972.35,4,11,4,0
2016-11-18,66390.99,5,11,4,0
2016-11-19,1,6,11,4,1
2016-11-20,1,7,11,4,1
2016-11-21,71243,1,11,4,0
2016-11-22,72276.15,2,11,4,0
2016-11-23,75146.65,3,11,4,0
2016-11-24,70010.75,4,11,4,0
2016-11-25,62556.1,5,11,4,0
2016-11-26,1,6,11,4,1
2016-11-27,1,7,11,4,1
2016-11-28,73195.44,1,11,4,0
2016-11-29,78215.55,2,11,4,0
2016-11-30,80209.8,3,11,4,0
2016-12-01,68191.9,4,12,4,0
2016-12-02,62552.85,5,12,4,0
2016-12-03,1,6,12,4,1
2016-12-04,1,7,12,4,1
2016-12-05,75729.75,1,12,4,0
2016-12-06,67358.56,2,12,4,0
2016-12-07,71214.93,3,12,4,0
2016-12-08,68092.73,4,12,4,0
2016-12-09,65556.71,5,12,4,0
2016-12-10,1,6,12,4,1
2016-12-11,1,7,12,4,1
2016-12-12,73808.58,1,12,4,0
2016-12-13,72135.77,2,12,4,0
2016-12-14,72110.06,3,12,4,0
2016-12-15,66679,4,12,4,0
2016-12-16,65345.66,5,12,4,0
2016-12-17,1,6,12,4,1
2016-12-18,1,7,12,4,1
2016-12-19,70574.5,1,12,4,0
2016-12-20,73604.8,2,12,4,0
2016-12-21,83503.26,3,12,4,0
2016-12-22,86302.78,4,12,4,0
2016-12-23,69487.96,5,12,4,0
2016-12-24,1,6,12,4,1
2016-12-25,1,7,12,4,1
2016-12-26,64246.08,1,12,4,0
2016-12-27,62665.35,2,12,4,0
2016-12-28,64116.22,3,12,4,0
2016-12-29,56416.22,4,12,4,0
2016-12-30,47930.92,5,12,4,0
2016-12-31,1,6,12,4,1
2017-01-01,1,7,1,1,1
2017-01-02,1,1,1,1,1
2017-01-03,67569.33,2,1,1,0
2017-01-04,74023.58,3,1,1,0
2017-01-05,71230.32,4,1,1,0
2017-01-06,66929.12,5,1,1,0
2017-01-07,1,6,1,1,1
2017-01-08,1,7,1,1,1
2017-01-09,69439.12,1,1,1,0
2017-01-10,69644.04,2,1,1,0
2017-01-11,67872.07,3,1,1,0
2017-01-12,73407.82,4,1,1,0
2017-01-13,68177.51,5,1,1,0
2017-01-14,1,6,1,1,1
2017-01-15,1,7,1,1,1
2017-01-16,76079.89,1,1,1,0
2017-01-17,70031.89,2,1,1,0
2017-01-18,65918.72,3,1,1,0
2017-01-19,64587.06,4,1,1,0
2017-01-20,60276.32,5,1,1,0
2017-01-21,1,6,1,1,1
2017-01-22,45880.12,7,1,1,0
2017-01-23,53940.67,1,1,1,0
2017-01-24,46725.06,2,1,1,0
2017-01-25,28501.48,3,1,1,0
2017-01-26,12156.08,4,1,1,0
2017-01-27,1,5,1,1,1
2017-01-28,1,6,1,1,1
2017-01-29,1,7,1,1,1
2017-01-30,1,1,1,1,1
2017-01-31,1,2,1,1,1
2017-02-01,1,3,2,1,1
2017-02-02,1,4,2,1,1
2017-02-03,25073.08,5,2,1,0
2017-02-04,28322.28,6,2,1,0
2017-02-05,1,7,2,1,1
2017-02-06,59409.5,1,2,1,0
2017-02-07,62870.24,2,2,1,0
2017-02-08,63714.44,3,2,1,0
2017-02-09,65281.25,4,2,1,0
2017-02-10,61177.62,5,2,1,0
2017-02-11,1,6,2,1,1
2017-02-12,1,7,2,1,1
2017-02-13,67660.2,1,2,1,0
2017-02-14,63941.63,2,2,1,0
2017-02-15,67814.58,3,2,1,0
2017-02-16,64468.72,4,2,1,0
2017-02-17,59066.65,5,2,1,0
2017-02-18,1,6,2,1,1
2017-02-19,1,7,2,1,1
2017-02-20,69329.16,1,2,1,0
2017-02-21,69391.01,2,2,1,0
2017-02-22,67825.04,3,2,1,0
2017-02-23,63884.9,4,2,1,0
2017-02-24,64288.32,5,2,1,0
2017-02-25,1,6,2,1,1
2017-02-26,1,7,2,1,1
2017-02-27,65852,1,2,1,0
2017-02-28,65215.46,2,2,1,0
2017-03-01,67260.16,3,3,1,0
2017-03-02,69234.11,4,3,1,0
2017-03-03,63493.17,5,3,1,0
2017-03-04,1,6,3,1,1
2017-03-05,1,7,3,1,1
2017-03-06,67954.57,1,3,1,0
2017-03-07,67238.82,2,3,1,0
